City,customers,revenue,orders
quatis,5,483.69,5
teixeiras,7,483.58,7
carajas,4,483.22,4
tenente portela,3,482.79,3
pindare mirim,3,481.9,3
carai,6,481.87,6
breu branco,3,481.74,3
pedrinopolis,3,481.01,3
feira nova,4,480.78,5
pio xii,1,479.99,1
penaforte,2,479.89,2
itapirapua paulista,2,479.79999999999995,2
cachoeira,4,479.79,4
itarantim,3,478.97,3
alto caparao,2,478.9,2
sao jose de uba,3,478.89,3
colonia leopoldina,2,477.98,2
carius,3,477.88,3
amaraji,2,476.89,2
paula freitas,1,474.9,1
sao joao do manteninha,3,474.89,3
edeia,4,472.9,4
itobi,6,472.68,7
santo antonio,1,471.8,1
rio fortuna,3,469.39,3
alexania,5,466.67,5
bela vista,3,466.38,3
severinia,5,466.13,5
rolim de moura,7,465.04999999999995,7
utinga,5,463.78,5
nova cruz,2,462.88,3
rio bonito do iguacu,4,462.8,4
areia branca dos assis,3,462.54,3
santa maria de itabira,4,462.3,4
sao joao da ponte,1,461.84,1
pedra bela,3,460.9,3
itaoca,3,460.70000000000005,3
granja,5,460.68,5
nova petropolis,8,459.89,8
itapirapua,2,459.79999999999995,2
carmo da mata,6,459.7,6
tupi paulista,6,459.40999999999997,6
tumiritinga,1,459.0,1
magda,2,458.99,2
cabo verde,3,458.78999999999996,3
trairi,2,457.0,2
congonhal,4,455.84000000000003,4
santa maria do suacui,2,454.9,2
entre-ijuis,3,454.5,3
caputira,2,454.28,2
icapui,5,454.25,5
caririacu,2,454.0,2
conquista,5,453.88,6
sananduva,6,453.77,6
ribeirao branco,2,452.99,2
dom feliciano,5,452.05,5
cachoeira alta,6,451.76,6
rianapolis,4,451.68,4
vila dos cabanos,4,451.23,4
boa viagem,3,450.99,3
tutoia,2,449.89,2
dom aquino,3,449.79999999999995,3
pintadas,2,449.79999999999995,2
engenheiro paulo de frontin,6,449.12,6
itueta,2,448.89,2
mutuipe,4,448.78999999999996,4
baturite,3,447.97,3
poco verde,4,447.79999999999995,4
jardim do serido,3,445.9,3
sao jose do egito,4,444.70000000000005,4
quadra,3,443.9,3
bonfinopolis,2,441.87,2
areias,3,441.86,3
cruz machado,3,441.77,3
limeira do oeste,2,441.7,2
solanea,1,440.0,1
rio tinto,2,439.9,2
santa lucia,4,437.79,4
dobrada,2,437.5,2
ouro preto do oeste,4,437.49,4
inhapim,7,436.35,7
palmares do sul,4,435.77,5
corupa,4,434.65,4
apiaca,6,434.28,6
minas novas,4,433.77,4
bituruna,5,433.38,5
pindoba,2,432.0,2
cambira,2,432.0,2
vera cruz do oeste,3,431.56,3
kalore,2,429.99,2
boa vista do cadeado,1,429.98,1
montauri,2,429.89,2
ipiacu,3,429.88,3
carolina,2,429.79999999999995,2
arembepe,2,429.7,2
aquiraz,2,428.99,2
nova palma,2,428.9,2
serrita,2,428.9,2
cachoeira de pajeu,3,428.8,3
bodoquena,1,428.0,2
dionisio cerqueira,3,428.0,3
ibirarema,5,426.88,5
pinheiro,4,426.8,4
inaja,4,426.29999999999995,4
santa isabel do ivai,3,425.9,3
ibicarai,5,424.88,5
alcantara,1,424.8,1
sao pedro do ivai,3,424.74,3
ponte serrada,3,423.9,3
itabela,4,423.89,4
gameleiras,3,423.89,3
luminarias,3,423.8,3
mantenopolis,4,423.78999999999996,4
sao geraldo,4,423.78,4
roseira,5,423.68,5
torrinha,5,422.67,6
castelo do piaui,2,422.6,2
pedrinhas paulista,4,420.87,4
maravilhas,4,420.81,4
mato verde,2,420.43,3
nazare,4,419.84000000000003,4
poco redondo,1,419.8,1
sanclerlandia,3,419.79,4
cocalinho,4,418.87,4
salto veloso,4,418.8,4
cristalia,3,418.7,3
rio branco do sul,6,418.57,6
alto boa vista,3,418.0,5
gandu,4,417.7,4
caraiba,2,416.89,2
baianopolis,2,416.3,2
pedra azul,5,416.12,5
palma,4,415.89,4
martinho campos,2,415.2,2
bandeira do sul,2,414.9,2
irai de minas,2,414.89,2
travessao,4,414.09000000000003,4
arace,4,413.4,4
presidente olegario,5,412.90999999999997,6
santa margarida,3,412.8,3
santa maria da boa vista,2,412.08,2
alto piquiri,1,412.0,1
astorga,6,411.77,7
dores do rio preto,4,411.76,4
sao jose do ouro,5,411.38000000000005,5
bertolinia,1,411.0,1
brejo da madre de deus,4,410.8,4
lagoa real,1,410.0,1
porto alegre do norte,1,410.0,1
senador guiomard,2,409.98,2
jucurucu,2,409.98,2
aurea,2,409.5,2
rodeiro,2,409.4,3
mondai,2,409.0,2
eliseu martins,4,408.98,4
narandiba,2,408.97999999999996,2
santa cruz da conceicao,3,408.9,4
portalegre,2,408.8,2
terra nova do norte,3,408.8,3
martins soares,5,408.79,6
japura,5,408.5,5
bom jesus do tocantins,2,407.9,3
joao ramalho,3,407.89,3
capitao leonidas marques,5,407.78,5
paramirim,5,407.68,5
itaipava,4,406.84,4
silveiras,3,406.5,3
sao vicente ferrer,3,405.88,3
capitao poco,3,405.38,3
pontalina,1,405.0,2
rodelas,3,404.9,3
sao paulo das missoes,2,404.87,2
panorama,5,404.39,5
werneck,2,403.89,2
jacui,4,403.74,4
nova brasilandia d'oeste,2,402.79999999999995,2
lontras,3,402.5,3
bom repouso,4,402.29,4
agua branca,5,401.69,5
general carneiro,5,401.48,5
nossa senhora do o,2,401.0,2
brauna,5,400.79,5
ipubi,3,400.47,3
barra de santa rosa,2,400.4,2
sao sebastiao do passe,5,399.89,5
mata,1,399.85,1
sao miguel do guapore,3,399.44,4
ibitira,1,399.0,1
embauba,1,399.0,1
itupiranga,1,399.0,1
sao miguel do gostoso,2,398.9,2
nova santa rosa,4,398.88,4
riolandia,3,398.79999999999995,3
nova fatima,5,398.69,5
ituacu,3,398.5,3
clementina,4,397.54,4
machadinho d'oeste,3,396.98,3
candido sales,3,396.78999999999996,3
elias fausto,5,396.4,5
seringueiras,2,395.99,2
erval grande,1,395.9,2
capinzal do norte,2,395.0,2
santo antonio das missoes,4,393.89,4
guaranta do norte,5,393.87,5
perdigao,5,393.49,7
balneario barra do sul,4,393.3,4
balneario rincao,3,393.0,3
piedade dos gerais,3,392.88,3
cameta,4,392.8,4
dom silverio,4,392.24,4
chapada gaucha,4,391.69,4
diamante do norte,5,391.25,5
iraquara,5,390.8,5
carambei,3,390.8,3
amanari,1,390.0,1
governador celso ramos,3,389.97,3
alto parana,2,389.9,2
tabatinga,5,389.69,5
confins,1,389.0,1
pitimbu,1,388.9,1
ipaporanga,2,388.9,2
sao felix de minas,1,388.9,1
sao romao,5,388.49,5
agua limpa,1,388.0,1
tombos,5,387.69,5
florai,2,387.39,2
nova bassano,4,387.24,4
capitolio,5,386.89,5
diamantino,4,386.49,7
rio real,3,386.0,3
guaraniacu,5,385.96999999999997,5
campos verdes,1,385.6,1
oiapoque,1,385.0,1
vicentinopolis,2,384.79999999999995,2
munhoz,4,384.66999999999996,4
reserva do cabacal,2,383.9,2
rio azul,5,383.70000000000005,5
iapu,4,383.15000000000003,4
ibiam,4,382.99,4
ceu azul,7,382.56,7
nova alvorada do sul,3,380.85,3
juruaia,5,380.78000000000003,6
mendonca,5,380.27000000000004,5
virgolandia,2,380.0,2
irape,1,379.98,2
anadia,2,379.89,2
balneario arroio do silva,4,379.88,4
ipu,4,379.88,4
manga,3,378.8,3
tupancireta,3,378.77000000000004,4
mata grande,2,378.65,2
juara,5,378.49,5
cruzilia,4,377.9,4
apodi,3,377.89,3
sud mennucci,5,377.87,5
colombia,5,377.72,5
joviania,4,376.96999999999997,5
santo antonio do amparo,4,376.72,4
cidelandia,1,375.96,1
tucunduva,3,374.99,3
passira,1,374.98,1
chapada do norte,2,373.9,2
adolfo,5,373.8,5
campos altos,5,373.68,5
itapemirim,4,372.70000000000005,4
mendes pimentel,5,372.69,5
ladario,5,372.59000000000003,5
amelia rodrigues,3,372.39,3
valentim gentil,3,372.03000000000003,3
cambara do sul,1,372.0,1
serrolandia,3,371.9,3
caldas do jorro,1,370.0,1
bandeirantes do tocantins,2,369.98,2
indiara,3,369.91,4
antonio cardoso,2,369.89,2
remanso,5,369.69,5
altaneira,2,369.6,2
pingo-d'agua,1,369.48,1
centenario do sul,4,369.13,4
quitandinha,2,368.9,2
pindorama,2,368.9,2
paulo jacinto,2,368.89,2
conceicao do tocantins,3,367.97,3
santa rita de minas,3,367.67,3
francisco badaro,3,367.46,3
canhotinho,2,367.0,2
agua doce do norte,4,365.48,4
guidoval,2,364.9,2
santa tereza do oeste,3,364.9,3
rio do oeste,3,364.89,3
pedro ii,2,364.79999999999995,2
santanesia,4,364.5,4
itau de minas,5,364.45,5
acari,1,364.0,1
altinho,2,363.79999999999995,2
japira,3,363.79,3
pedro canario,5,363.79,5
itinga,3,363.5,3
maximiliano de almeida,3,363.49,3
madre de deus de minas,3,362.96000000000004,3
camocim de sao felix,2,362.9,2
piedade do rio grande,3,362.78,3
maripa,3,361.97,3
barreirinhas,4,361.42,4
reboucas,6,361.27,6
junqueiro,2,360.89,2
candido de abreu,4,360.8,4
flores,2,360.6,2
ponto novo,1,360.0,1
alvorada d'oeste,1,359.98,1
sao joao batista do gloria,3,359.6,3
chorozinho,1,359.0,1
abadia dos dourados,3,358.9,3
iguatama,4,358.9,4
taquaracu de minas,2,358.0,2
alvaro de carvalho,2,358.0,2
ribeirao do sul,3,357.9,3
afranio,2,357.9,2
caibate,2,357.88,2
peixoto de azevedo,4,357.7,4
morpara,2,357.12,2
goncalves,3,356.9,3
indiapora,3,356.67,3
sales,5,356.52,5
caravelas,3,356.4,3
tangara,1,354.9,1
caldeirao grande,3,354.8,3
jari,2,354.8,4
redentora,2,354.59000000000003,3
florida paulista,4,353.79,4
quintana,4,353.0,4
sucesso,3,352.9,3
rio maria,1,352.88,3
caiaponia,4,352.78,4
sao jorge do ivai,1,352.52,1
montalvania,3,352.2,3
capela de santana,2,352.0,2
itapura,6,351.87,6
serra dos aimores,5,351.82,5
tres fronteiras,5,350.39,5
ibipitanga,2,349.98,2
paripueira,1,349.9,1
marechal deodoro,1,349.9,1
boa vista das missoes,1,349.9,1
bequimao,1,349.9,1
governador portela,4,349.8,4
arneiroz,2,349.6,2
taciba,2,348.98,2
carinhanha,2,348.9,2
tomazina,3,348.8,3
forquilha,4,348.47,4
sao roque do canaa,5,348.0,5
augusto correa,3,347.99,3
massaranduba,3,347.86,3
bandeira,3,347.71,3
moncoes,2,346.98,2
governador eugenio barros,1,346.32,1
serrania,2,345.89,2
moreira sales,3,345.67,3
arandu,4,345.5,4
ouvidor,1,345.0,1
serra azul de minas,2,344.99,2
aratuba,2,343.9,2
indiana,3,343.89,3
dom eliseu,5,343.87,5
pongai,4,343.8,4
timburi,4,343.3,5
sertania,4,343.29,4
monte verde,3,343.09999999999997,3
ascurra,4,342.6,4
imaculada,3,340.89,3
cambuquira,5,340.76,5
iacu,4,340.7,4
santa clara do sul,2,339.99,2
pacuja,1,339.95000000000005,1
apuiares,2,339.89,2
itacarambi,3,339.79,3
nova lacerda,1,339.74,1
carnaubais,2,339.0,2
prudente de morais,3,338.99,4
tocos,2,338.9,2
coroaci,2,338.9,2
jundiai do sul,3,337.96999999999997,3
sao domingos do prata,4,337.89,4
nipoa,2,337.8,2
jumirim,2,337.6,3
arroio grande,3,336.77,3
tejupa,2,335.18,3
palmeiras de goias,3,334.8,3
macedonia,4,334.21,4
dom pedro,3,333.77,3
satuba,2,333.73,2
xambioa,3,333.67999999999995,3
santa monica,2,332.88,2
guaruja do sul,4,331.44,4
cumaru,2,330.99,2
pien,4,330.4,4
constantina,1,330.0,1
monsenhor tabosa,3,329.8,3
tanque novo,3,329.59,3
iacanga,6,329.39,6
jambeiro,4,329.26,4
hulha negra,1,329.0,1
uniao,1,329.0,1
santa terezinha de itaipu,3,328.94,3
arenapolis,2,328.85,2
sao goncalo do rio preto,3,328.19,3
ribeirao do pinhal,5,328.0,5
nova ipixuna,1,328.0,1
jesuania,5,327.98,5
bento de abreu,2,327.98,2
lavinia,4,326.8,4
pendencias,2,326.5,2
goianinha,3,325.3,3
jucas,1,325.0,1
pedrao,1,325.0,1
montanhas,1,325.0,1
vieiras,1,325.0,1
botupora,1,325.0,1
tabuleiro,2,324.89,2
arapei,2,324.89,2
campinapolis,2,324.86,3
barra do mendes,3,323.99,3
porto calvo,2,323.39,2
sao jose do hortencio,2,322.89,2
cordeiros,1,322.75,1
campestre,3,321.70000000000005,3
sucupira do norte,2,319.9,2
juruena,3,319.9,3
igaci,2,319.89,2
santa izabel do oeste,2,319.89,2
fazenda nova,4,319.78999999999996,4
bonfim,5,319.74,5
carmo da cachoeira,4,319.44,4
palmeira d'oeste,5,319.18,5
laranjal do jari,2,318.8,2
joaquim tavora,3,317.98,3
ita,3,317.89,3
rio casca,5,317.43,5
sooretama,5,317.35999999999996,5
serra do ramalho,4,317.09000000000003,4
sabinopolis,6,317.08000000000004,6
laranjal,2,316.99,2
dona euzebia,2,316.89,2
ribeirao,4,316.4,4
piranga,4,316.19,4
itapaci,4,315.8,4
iconha,5,315.74,5
bacuri,2,315.42,3
tunapolis,1,315.39,1
sitio novo do tocantins,1,314.9,2
coelho neto,3,314.9,4
monte gordo,2,314.9,2
belo vale,3,313.8,3
conceicao das pedras,4,313.59000000000003,4
olho d'agua das cunhas,2,312.99,2
rancho queimado,2,312.89,2
itatim,3,312.69,3
santa mariana,4,311.25,4
sao jose da bela vista,3,310.84000000000003,3
soledade de minas,5,309.94,6
sao pedro da agua branca,1,309.9,1
feliz deserto,2,309.89,2
tuparetama,3,309.8,3
sao tomas de aquino,4,309.8,4
santa terezinha,2,309.79999999999995,2
monte carlo,2,309.5,3
sertao,3,309.49,3
vereda,2,309.4,2
mariluz,2,308.99,2
pocoes,2,308.99,2
curaca,3,308.9,3
nova itaberaba,2,308.89,2
reserva,3,308.6,3
itanhomi,4,308.55,4
volta grande,4,308.38,4
ouro verde,3,307.96999999999997,3
alto alegre,3,307.89,3
turvo,6,306.99,6
conceicao da barra,3,306.87,3
lagoa do ouro,2,305.9,2
imigrante,3,305.9,3
estreito,3,305.89,3
saudades,4,305.84,4
urubici,3,305.69,3
maria da fe,3,305.55,3
ceara-mirim,2,305.46000000000004,2
inubia paulista,3,304.98,3
brasil novo,3,304.9,3
claudia,4,302.68,4
oscar bressane,3,301.8,3
viseu,1,301.0,1
pocao,1,299.99,1
centro novo do maranhao,1,299.99,1
ribeiraozinho,2,299.98,2
almino afonso,1,299.9,1
sideropolis,4,299.70000000000005,4
florestal,3,299.5,3
ibicoara,3,299.2,3
porto rico,1,299.0,1
pains,2,298.33,3
sao jose do rio claro,2,298.0,2
senador cortes,1,298.0,1
coluna,3,297.88,3
pantano grande,3,297.79,3
tres barras,5,297.34000000000003,5
gilbues,1,296.0,1
camutanga,3,295.8,3
curiuva,4,295.70000000000005,4
bananeiras,5,295.24,5
colonia vitoria,5,294.90999999999997,5
oroco,3,294.9,3
ibimirim,3,294.79,3
angulo,3,294.7,3
carneirinho,3,294.5,3
irani,3,294.39,4
verissimo,3,294.12,3
barra do turvo,3,293.9,3
tibagi,4,293.77,4
novo sao joaquim,3,292.6,3
cruzalia,3,292.4,3
indianopolis,6,291.78000000000003,6
americano do brasil,3,291.49,3
itapissuma,3,290.8,3
aguas frias,1,290.0,1
guariroba,2,289.99,2
agua doce,1,289.98,1
diamante d'oeste,1,289.9,1
vila flores,3,289.89,3
maranguape,3,289.87,3
iepe,5,289.58,5
cajari,1,289.0,1
taboquinhas,1,289.0,1
pirambu,1,289.0,1
sao jose do campestre,1,289.0,1
wanderley,2,288.98,2
xapuri,2,288.93,2
rechan,2,288.8,2
ubaporanga,3,288.78000000000003,3
canitar,2,287.25,2
santa teresinha,2,287.0,2
sao pedro da uniao,3,286.89,3
tupandi,3,285.99,3
pereiro,3,285.89,3
humaita,4,285.85,4
congonhinhas,2,285.70000000000005,2
arroio do tigre,2,285.0,2
sao francisco do guapore,2,284.9,2
monnerat,2,284.84000000000003,2
coremas,3,284.69000000000005,3
jeronimo monteiro,2,284.0,2
riacho dos machados,2,284.0,3
motuca,3,283.9,3
urai,3,283.9,3
leopoldo de bulhoes,1,283.02,1
porteirinha,5,282.69,5
balneario gaivota,3,282.3,3
antonio prado de minas,3,282.0,3
abre campo,6,281.68,6
ipumirim,5,281.41,5
aiuruoca,4,281.09000000000003,4
itapetim,2,280.8,2
nossa senhora de caravaggio,2,280.0,2
santo expedito,1,280.0,1
porto franco,2,279.99,2
novo alegre,1,279.99,1
coracao de maria,1,279.9,1
americo de campos,1,279.9,1
sao joao do oriente,2,279.9,2
bom jesus da serra,2,279.89,2
pilao arcado,4,279.87,4
formigueiro,2,279.8,2
renascenca,4,279.6,4
medeiros,2,279.49,2
paranhos,1,279.0,1
candeias do jamari,1,279.0,1
vargem alta,5,278.89,5
ibiaca,2,278.89,2
sao jose do cerrito,3,278.89,3
ouro,1,278.79,1
campanario,2,278.7,2
cassia,6,278.29,6
sao sebastiao do rio verde,1,278.0,1
ibiara,1,278.0,1
ibiraja,1,277.95,2
doverlandia,2,277.91999999999996,2
gaurama,3,277.88,3
araci,3,277.87,3
sao francisco do conde,3,276.8,3
ribeirao vermelho,2,275.70000000000005,2
aguas de sao pedro,3,274.99,3
serranopolis do iguacu,2,274.89,2
santaluz,3,274.89,3
ivate,3,273.98,3
vargem alegre,3,273.89,3
pirenopolis,4,273.87,4
miranda,4,273.8,4
vista alegre do alto,3,272.99,3
itaquirai,2,272.9,2
barra do tarrachil,1,272.9,3
itiuba,4,272.89,4
pardinho,1,272.8,1
perola,2,272.74,2
chapadao do lageado,1,272.70000000000005,1
dom vicoso,2,272.3,2
palmitinho,4,271.69,5
santo antonio do jardim,5,271.02,5
magalhaes de almeida,1,270.9,1
cariri do tocantins,2,270.89,2
vargem grande do rio pardo,1,270.0,1
santana da vargem,4,269.95,4
alagoinha,2,269.9,2
livramento,1,269.9,1
ipaumirim,1,269.9,1
angical,1,269.9,1
itambaraca,2,269.8,2
papagaios,3,269.67,4
itamari,3,268.98,3
buriti dos lopes,2,268.9,2
frei martinho,2,268.9,2
cachoeira dourada,3,268.8,3
araripe,2,268.6,2
monte alverne,1,268.0,1
vicencia,2,268.0,2
jabora,2,267.9,2
pedra,3,267.68,3
inimutaba,2,266.7,2
arealva,4,266.68,4
alto rio novo,2,266.5,2
janiopolis,3,265.97,3
setubinha,3,265.89,3
cabeceira grande,2,265.89,3
maurilandia,4,265.63,4
itapagipe,5,265.49,5
recreio,3,264.98,3
romaria,2,264.9,2
sangao,3,264.78999999999996,3
mari,3,264.55,3
atalanta,1,263.99,1
saudade do iguacu,4,263.79,4
sao joao do triunfo,3,263.72,3
sao pedro de alcantara,2,263.0,2
rondon,2,262.98,2
abaiara,2,262.9,2
vera,3,262.79,3
arvorezinha,3,262.5,4
sao tome,3,262.06,3
nova alvorada,3,261.8,3
jacinto machado,4,260.49,4
capao do cipo,3,260.0,3
uniao dos palmares,2,259.99,2
novo oriente de minas,1,259.99,1
trabiju,1,259.99,1
feliz natal,1,259.99,1
goiabeira,2,259.98,2
paraibano,3,259.90999999999997,3
salto do itarare,1,259.9,1
mucurici,1,259.8,1
borrazopolis,2,259.59000000000003,2
nova esperanca do sul,2,259.4,2
altamira do parana,2,259.1,2
cocais,1,259.0,1
rio do antonio,2,259.0,2
alto garcas,2,258.8,2
dona francisca,2,258.7,2
princesa isabel,1,258.0,1
jose de freitas,3,257.9,3
mucuge,1,256.99,1
major vieira,3,256.89,3
bataypora,2,256.89,2
anita garibaldi,5,256.78,5
santo antonio do caiua,1,256.3,1
bernardino de campos,4,256.09000000000003,4
minas do leao,1,256.0,1
nova soure,3,255.52,3
icarai de minas,2,254.9,2
nova erechim,3,254.79,3
guaraciaba,3,254.7,3
restinga seca,3,254.69,3
olho d'agua das flores,2,254.48,3
miraima,2,254.0,2
urupa,3,253.57,3
igaratinga,1,253.52,1
alterosa,3,252.3,3
jequia da praia,2,251.91,2
buritirama,2,251.9,2
quatigua,5,251.7,5
campo do meio,4,251.69,4
formoso do araguaia,3,251.28000000000003,4
pouso alto,3,251.0,3
engenheiro passos,2,250.89000000000001,2
caninde de sao francisco,2,250.8,2
humildes,1,249.99,1
presidente juscelino,1,249.99,1
divinesia,1,249.9,1
armazem,2,249.9,2
santana do ipanema,1,249.9,1
cedro,1,249.9,1
cortes,2,249.89000000000001,2
campestre do maranhao,2,249.89,2
potim,2,249.8,2
glorinha,2,249.8,2
itaguacu da bahia,1,249.7,1
brejo grande,1,249.0,1
riqueza,3,248.9,3
sume,3,248.89,3
sarapui,2,248.88,2
vigia,3,248.79000000000002,3
santa helena de minas,2,248.34,2
buenos aires,2,247.9,2
pirauba,2,247.77,3
ipigua,2,247.24,2
luisburgo,2,246.98000000000002,2
sapeacu,2,246.79000000000002,2
potengi,2,245.89000000000001,2
nova monte verde,3,245.79,3
antonio carlos,3,245.70000000000002,3
itaituba,3,243.88,3
ivinhema,3,243.69,3
inacio martins,5,242.99,5
irupi,2,242.99,2
moju,4,242.88,4
ametista do sul,2,242.8,2
anta,4,241.88,4
porto trombetas,2,241.8,2
ocaucu,5,241.6,5
carmesia,1,241.1,1
santana dos montes,2,241.0,2
sao jose do turvo,3,240.70000000000002,3
carvalhopolis,3,240.32999999999998,3
galinhos,1,240.0,1
osvaldo kroeff,1,239.99,1
araponga,2,239.9,2
santo antonio do grama,2,239.9,2
junco do serido,2,239.89,2
pentecoste,2,239.8,2
candido mendes,1,239.8,1
manduri,3,239.62,3
sao luis do quitunde,2,239.3,2
pau brasil,1,239.2,1
paulo lopes,2,238.99,2
muniz freire,2,238.9,2
presidente kennedy,2,238.64999999999998,2
maracana,2,238.0,2
campina do monte alegre,2,237.9,2
nazario,2,237.89000000000001,2
serra de sao bento,2,236.9,2
paranaiguara,3,236.89,3
rosana,4,236.6,4
caraibas,1,235.9,1
jampruca,1,235.9,1
caiana,3,235.9,3
piracuruca,2,235.9,2
pedro afonso,3,235.89000000000001,3
muliterno,1,235.0,1
neopolis,1,235.0,1
buique,1,235.0,1
joaquim nabuco,4,234.87,4
porto esperidiao,2,234.8,2
presidente tancredo neves,4,234.68,4
pimenta,2,233.99,2
alto horizonte,2,233.91,2
chaveslandia,2,233.79000000000002,2
delfinopolis,3,233.59,3
parai,3,233.4,3
cafeara,2,233.0,3
luizlandia do oeste,2,232.99,2
ibiraiaras,2,232.98,2
novo oriente,3,231.98000000000002,3
moreilandia,2,230.9,2
mamonas,1,230.0,1
itape,1,230.0,1
canapi,1,230.0,1
itanhem,1,230.0,1
quipapa,1,230.0,1
boa vista do burica,1,229.99,1
silvanopolis,1,229.99,1
barauna,1,229.99,1
tenente ananias,1,229.9,1
sao paulo do potengi,2,229.9,2
portela,1,229.9,1
itamogi,2,229.9,2
iracema,2,229.9,2
japi,1,229.9,1
espirito santo do turvo,2,229.70000000000002,2
sete barras,4,229.69,5
ciriaco,1,229.0,1
piacabucu,1,228.9,2
sao jose do belmonte,2,228.9,2
benevides,2,228.89000000000001,2
santana do manhuacu,3,228.89000000000001,3
sao joao de pirabas,2,228.89,2
alpercata,2,228.8,2
tomar do geru,2,228.79000000000002,2
quijingue,2,228.08999999999997,2
boqueirao do leao,2,227.9,2
ibicare,2,227.4,2
estrela d'oeste,1,227.07,1
sao domingos do araguaia,1,227.0,1
santa mercedes,2,226.99,2
sao jose dos quatro marcos,2,226.99,2
olindina,3,226.79000000000002,3
rio de contas,3,226.70000000000002,3
aparecida de sao manuel,2,226.3,2
sao felix do coribe,1,226.0,1
luiziania,3,225.49,3
corguinho,1,225.41,2
rio bananal,4,225.26,4
santo antonio do itambe,3,225.06,3
presidente medici,3,224.89000000000001,3
resende costa,3,224.79000000000002,3
pocinhos,3,223.8,3
mirandiba,3,221.89,3
vila rica,3,221.82,3
nossa senhora da gloria,2,221.45000000000002,2
santa cruz de salinas,2,220.9,2
grao para,3,220.8,3
uniao do sul,1,220.7,1
placas,2,220.29000000000002,2
pequizeiro,1,219.99,1
sao jose da laje,2,219.9,2
mombaca,1,219.9,1
agua clara,2,219.89000000000001,2
coronel murta,1,219.8,1
merces,4,219.76,4
boca da mata,2,219.73000000000002,2
uruoca,2,219.70000000000002,2
divinolandia de minas,5,219.59,5
laje do muriae,1,219.0,1
puxinana,1,219.0,1
sao jose da coroa grande,2,218.9,2
varzelandia,3,218.89000000000001,3
rubiacea,2,218.8,2
lencois,1,218.0,1
quixabeira,3,216.94,3
gastao vidigal,3,216.88,3
condor,4,216.8,4
sericita,2,216.32,2
mineiros do tiete,3,216.15,3
rio formoso,2,215.6,2
joao alfredo,3,215.49,3
progresso,1,215.0,1
santo eduardo,2,215.0,2
tabapora,2,214.9,2
carnaubal,2,214.89000000000001,2
lunardelli,2,214.89,2
batalha,3,214.79000000000002,3
crisopolis,4,214.60000000000002,4
guamiranga,1,214.0,1
mercedes,2,213.9,2
rubim,3,213.89,3
queluz,2,213.74,2
monte alegre de minas,4,213.68,4
alto rio doce,4,213.42,4
ilha comprida,4,212.98000000000002,4
irineopolis,4,212.82,4
rodeio bonito,2,212.8,2
timbe do sul,3,212.79000000000002,3
telha,1,212.4,1
alto jequitiba,4,211.89,4
doutor camargo,1,211.05,1
alvarenga,2,211.0,2
barras,3,210.88,3
meleiro,3,210.8,3
vale real,3,210.53,3
guapiara,3,210.29000000000002,3
cristiano otoni,2,210.2,2
tobias barreto,2,209.99,2
gramado dos loureiros,1,209.99,1
terra nova,1,209.99,1
santo expedito do sul,1,209.99,1
coroados,2,209.9,2
acegua,2,209.9,2
morro redondo,1,209.9,1
lupionopolis,2,209.75,2
ribeira,3,209.28,3
imbe de minas,2,209.0,2
santo antonio do sudoeste,3,208.95,3
passos maia,2,208.9,2
leandro ferreira,2,208.9,2
manoel viana,3,208.79,3
cristais,3,208.7,3
santa ernestina,2,208.16,2
nova laranjeiras,1,208.1,1
igreja nova,2,208.0,2
milha,2,207.9,2
sao jose do barreiro,2,207.59,3
cabralia paulista,4,207.29,4
descoberto,3,206.98000000000002,3
riachao das neves,1,206.89000000000001,2
santo antonio da alegria,3,206.79000000000002,3
sao sebastiao do maranhao,3,206.79,3
frei lagonegro,1,206.74,1
nova vicosa,1,205.99,1
itapitanga,3,205.70000000000002,3
catarina,3,204.98,3
carlinda,2,204.9,2
tacaratu,2,204.89000000000001,2
agronomica,2,204.87,2
prados,3,204.79,3
jequitai,2,204.18,2
riacho das almas,2,203.9,2
sao jose do goiabal,2,202.9,2
bodoco,2,202.8,2
boa vista da aparecida,4,202.47,4
flora rica,1,200.0,1
guimaraes,1,199.99,1
bom jesus do sul,1,199.9,1
nova cantu,3,199.9,3
uirauna,1,199.9,1
cumari,2,199.9,2
herval,2,199.89000000000001,2
bom jesus do amparo,1,199.89,1
colorado do oeste,3,199.88,3
mirante do paranapanema,2,199.70000000000002,3
lagoa de velhos,1,199.0,1
morro da garca,1,199.0,1
curral de cima,1,199.0,1
calcado,1,199.0,1
galia,1,199.0,1
alto alegre do pindare,1,199.0,1
santa rosa do sul,1,199.0,1
fontoura xavier,1,199.0,1
andrequice,1,199.0,1
palminopolis,1,199.0,1
macuco de minas,1,199.0,1
capitao andrade,1,199.0,1
capetinga,2,198.9,2
sao sebastiao da boa vista,2,198.9,2
fagundes,1,198.9,1
tunas do parana,2,198.9,2
francisco dantas,1,198.9,1
irapua,4,198.8,4
zacarias,2,198.8,2
mira estrela,1,198.0,1
arraias,2,197.9,2
ibiapina,3,197.89,3
itapora,3,197.88,3
aquidauana,4,197.7,4
novo barreiro,2,197.59,2
general maynard,1,197.5,1
serra dourada,2,197.14,2
flor da serra do sul,2,197.10000000000002,2
diorama,1,196.87,2
salto do jacui,4,196.35999999999999,4
conceicao do formoso,1,195.99,1
urucuca,2,195.9,2
cachoeira do brumado,1,195.9,1
piumhi,3,195.73000000000002,3
